,Date,Price,Open,High,Low,Vol.,Change %
547,07/28/2021,286.22,288.99,290.15,283.83,33.57,-0.11%
548,07/27/2021,286.54,289.43,289.58,282.95,33.6,-0.87%
549,07/26/2021,289.05,289.0,289.69,286.64,23.18,-0.21%
550,07/23/2021,289.67,287.37,289.99,286.5,22.77,1.23%
551,07/22/2021,286.14,283.84,286.42,283.42,23.38,1.68%
552,07/21/2021,281.4,278.9,281.52,277.29,24.36,0.74%
553,07/20/2021,279.32,278.03,280.97,276.26,26.26,0.83%
554,07/19/2021,277.01,278.93,280.37,274.45,32.94,-1.33%
555,07/16/2021,280.75,282.07,284.1,279.46,26.19,-0.10%
556,07/15/2021,281.03,282.0,282.51,279.83,22.6,-0.52%
557,07/14/2021,282.51,282.35,283.66,280.55,23.11,0.54%
558,07/13/2021,280.98,277.52,282.85,277.39,26.12,1.32%
559,07/12/2021,277.32,279.16,279.77,276.58,18.93,-0.22%
560,07/09/2021,277.94,275.72,278.05,275.32,23.92,0.19%
561,07/08/2021,277.42,276.9,278.73,274.87,24.62,-0.90%
562,07/07/2021,279.93,279.4,280.69,277.15,23.26,0.82%
563,07/06/2021,277.66,278.03,279.37,274.3,31.57,0.00%
564,07/02/2021,277.65,272.82,278.0,272.5,26.47,2.23%
565,07/01/2021,271.6,269.61,271.84,269.6,16.73,0.26%
566,06/30/2021,270.9,270.69,271.36,269.6,21.66,-0.18%
567,06/29/2021,271.4,268.86,271.65,267.98,19.94,1.00%
568,06/28/2021,268.72,266.18,268.9,265.91,19.59,1.40%
569,06/25/2021,265.02,266.23,267.25,264.76,25.61,-0.63%
570,06/24/2021,266.69,266.16,267.85,265.47,21.45,0.53%
571,06/23/2021,265.27,265.99,266.83,264.43,19.52,-0.09%
572,06/22/2021,265.51,262.72,265.79,262.4,24.69,1.10%
573,06/21/2021,262.63,259.82,263.52,257.92,26.7,1.23%
574,06/18/2021,259.43,259.63,262.3,258.75,37.2,-0.56%
575,06/17/2021,260.9,256.07,261.75,256.01,27.57,1.37%
576,06/16/2021,257.38,259.4,260.58,254.42,27.22,-0.38%
577,06/15/2021,258.36,259.77,259.99,257.68,18.04,-0.59%
578,06/14/2021,259.89,257.9,259.95,256.8,19.15,0.78%
579,06/11/2021,257.89,257.98,258.49,256.61,19.0,0.25%
580,06/10/2021,257.24,254.29,257.46,253.67,24.56,1.44%
581,06/09/2021,253.59,253.81,255.53,253.21,17.94,0.40%
582,06/08/2021,252.57,255.16,256.01,252.51,22.45,-0.49%
583,06/07/2021,253.81,249.98,254.09,249.81,23.08,1.20%
584,06/04/2021,250.79,247.76,251.65,247.51,25.28,2.07%
585,06/03/2021,245.71,245.22,246.34,243.0,25.31,-0.64%
586,06/02/2021,247.3,248.13,249.27,245.84,19.41,-0.04%
